TH-232, (p,alpha), cont count, Cs-138 (463 keV)                            
  1  1  .05   .     .   2    5 .5 6.0                                            
  33.41M
    0  1  0.9  2.70E3    10
    0  1 11.3  1.93E3    10
    0  1 21.6  1.80E3    10
    0  1 42.3  1.07E3    10
    0  1 52.6  6.83E2    10
    0  2 13.1  4.36E2    10
    0  2 23.3  3.99E2    10
    0  2 36.6  1.10E3    30
    0  3  7.2  6.49E2    30
  000 00 00.0 
